gene_symbol,Hpca
parameter_id,IMPC_CBC_004_001
gene_accession_id,MGI:1336200
analysis_id,e6u01j3e55kev4u
pvalue,0.3981339
parameter_name,Urea (Blood Urea Nitrogen - BUN)
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
