parameter_id,MGP_PBI_032_001
parameter_name,CD4+ KLRG1+ alpha beta T cell number
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
mouse_strain,C57BL
pvalue,0.337419
mouse_life_stage,Early adult
analysis_id,t9d1p8n62g9lx3u
