parameter_id,M-G-P_012_001_005
gene_accession_id,MGI:1913284
pvalue,0.4218288
analysis_id,s9f7av826nfx322
mouse_life_stage,Early adult
gene_symbol,Psmd14
mouse_strain,C57BL
parameter_name,Body Weight
