pvalue,0.1620473
gene_symbol,Ap5s1
gene_accession_id,MGI:1916846
parameter_name,Lens Opacity
analysis_id,7gakni2e3nc31mn
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_017_001
