parameter_name,Distance travelled - total
mouse_strain,C57BL
gene_accession_id,MGI:105072
pvalue,0.5867111
gene_symbol,Rab22a
analysis_id,6cl7ih442r7jqmp
mouse_life_stage,Early adult
parameter_id,JAX_OFD_020_001
