parameter_name,Center average speed
gene_accession_id,MGI:3026886
gene_symbol,Cdin1
mouse_life_stage,E9.5
pvalue,0.1332461
analysis_id,4z4gzvt73z87vma
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_017_001
