parameter_name,Prepulse inhibition - PP4
pvalue,0.6154882
gene_symbol,Mapkap1
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,lq031a49mjt5861
gene_accession_id,MGI:2444554
parameter_id,ESLIM_011_001_704
