gene_symbol,Kdm4c
analysis_id,a3jt411zp7tb2hf
mouse_strain,C57BL
pvalue,0.6199391
gene_accession_id,MGI:1924054
parameter_id,IMPC_EYE_026_001
parameter_name,Retinal Blood Vessels Pattern
mouse_life_stage,Early adult
