mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_007
mouse_strain,C57BL
analysis_id,e5m2685p32f9y7k
gene_accession_id,MGI:109384
pvalue,0.3334253
gene_symbol,Atf3
parameter_name,PP1 + pulse startle magnitude
