parameter_name,Periphery average speed
gene_accession_id,MGI:2685277
parameter_id,HRWLLA_OFD_013_001
gene_symbol,Zyg11b
mouse_strain,C57BL
pvalue,0.491258
analysis_id,i12tgo9wl409p0i
mouse_life_stage,Early adult
