mouse_strain,129SV
gene_symbol,Zmynd8
parameter_name,Startle response
gene_accession_id,MGI:1918025
parameter_id,HMGULA_SHI_009_001
pvalue,0.9842165
mouse_life_stage,Early adult
analysis_id,p4js49f55502201
