gene_symbol,Sass6
mouse_life_stage,E9.5
gene_accession_id,MGI:1920026
analysis_id,k2brbal343z1vmt
parameter_id,IMPC_CSD_028_001
pvalue,0.1675006
mouse_strain,C57BL
parameter_name,Snout size
