parameter_id,M-G-P_013_001_001
parameter_name,Eye
analysis_id,li8rsk63170l9r0
mouse_strain,C57BL
pvalue,0.9403983
gene_accession_id,MGI:1913284
gene_symbol,Psmd14
mouse_life_stage,Early adult
