gene_symbol,Slc39a10
parameter_id,IMPC_CBC_018_001
analysis_id,ii9q3p73of9zqa2
parameter_name,Glucose
mouse_life_stage,Early adult
pvalue,0.6089701
gene_accession_id,MGI:1914515
mouse_strain,C57BL
