gene_symbol,Gpr39
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.05428844
parameter_name,Tibia
analysis_id,8e293de2q38pq0v
gene_accession_id,MGI:1918361
parameter_id,IMPC_XRY_025_001
