mouse_life_stage,Middle aged adult
pvalue,0.1008552
parameter_id,IMPC_IMM_055_001
parameter_name,NK Subsets (Q2)
gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_strain,C57BL
analysis_id,5dh3f21o443bnk5
