parameter_id,JAXLA_CSD_022_001
gene_accession_id,MGI:104640
parameter_name,Hindlimbs - size
mouse_strain,C57BL
analysis_id,56a0j829ux122es
gene_symbol,Rab17
pvalue,0.7202436
mouse_life_stage,Early adult
