gene_symbol,Ola1
analysis_id,g16t5k6878wi54e
mouse_life_stage,Early adult
parameter_name,LVIDd
pvalue,0.5664978
parameter_id,IMPC_ECH_008_001
gene_accession_id,MGI:1914309
mouse_strain,C57BL
