parameter_id,HRWLLA_OFD_020_001
gene_symbol,Kcng1
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.05326618
analysis_id,0t29yc6z0m7rut8
parameter_name,Distance travelled - total
gene_accession_id,MGI:3616086
