parameter_name,Whole arena resting time
pvalue,0.8783844
gene_accession_id,MGI:1914672
analysis_id,ypf36z6bc23qh1z
mouse_life_stage,Early adult
gene_symbol,Dhdds
parameter_id,HRWLLA_OFD_007_001
mouse_strain,C57BL
