parameter_id,IMPC_GEO_048_002
gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
pvalue,0.07834348
parameter_name,Anophthalmia
mouse_strain,C57BL
analysis_id,3snmw3h23g9206a
