gene_symbol,Eprs1
pvalue,0.4086494
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_life_stage,E12.5
analysis_id,7v8up7hck4r6541
mouse_strain,C57BL
gene_accession_id,MGI:97838
parameter_id,MGP_MLN_074_001
