gene_symbol,Tbl1xr1
mouse_strain,C57BL
parameter_id,IMPC_IMM_052_001
mouse_life_stage,Early adult
pvalue,0.7156492
analysis_id,504lpg9j4fee4y2
parameter_name,Eosinophils
gene_accession_id,MGI:2441730
