parameter_id,M-G-P_012_001_005
parameter_name,Body Weight
mouse_life_stage,Early adult
pvalue,0.9849448
gene_symbol,Cntfr
analysis_id,rrxa980pvk5p698
mouse_strain,129SV
gene_accession_id,MGI:99605
