parameter_id,IMPC_XRY_023_001
mouse_strain,C57BL
gene_accession_id,MGI:2444113
analysis_id,8j3ryk8n7d8n6px
mouse_life_stage,Early adult
gene_symbol,Nemp2
pvalue,0.7639614
parameter_name,Ulna
