parameter_id,MGP_IMM_048_001
parameter_name,Follicular B cells - % of B2 cells
pvalue,0.5117267
mouse_strain,C57BL
gene_symbol,Mgst2
analysis_id,avstk47137648jl
gene_accession_id,MGI:2448481
mouse_life_stage,Early adult
