parameter_id,IMPC_ACS_036_001
mouse_life_stage,Early adult
gene_accession_id,MGI:88479
gene_symbol,Cpa3
analysis_id,cfz834c8e881x1f
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI4
pvalue,0.7258251
