gene_symbol,Mapkap1
parameter_id,IMPC_HEM_029_001
analysis_id,67nf68oy78rvo5p
parameter_name,Neutrophil differential count
mouse_life_stage,Early adult
pvalue,0.7358559
mouse_strain,C57BL
gene_accession_id,MGI:2444554
