gene_symbol,Bpifa3
mouse_strain,129SV
gene_accession_id,MGI:1920638
parameter_id,MGP_MLN_005_001
mouse_life_stage,Early adult
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,7so893l3rt42482
pvalue,0.3465289
