parameter_id,MGP_IMM_004_001
gene_symbol,AU040320
parameter_name,Total CD4+ T cells - % of ab T cells
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2140475
mouse_strain,C57BL
pvalue,0.8899227
analysis_id,i65vm97gxota043
