parameter_name,Prepulse inhibition - PP2
mouse_strain,C57BL
analysis_id,7l8447gl89l3nke
mouse_life_stage,Middle aged adult
gene_symbol,AU040320
pvalue,0.5520958
gene_accession_id,MGI:2140475
parameter_id,ESLIM_011_001_702
