gene_symbol,Abo
analysis_id,3058d5qgiph795i
mouse_strain,C57BL
pvalue,0.73076
parameter_id,IMPC_EYE_056_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2135738
parameter_name,Mean left eye lens density
