parameter_id,ESLIM_016_001_002
mouse_strain,C57BL
parameter_name,Red blood cell count
gene_accession_id,MGI:1914309
gene_symbol,Ola1
mouse_life_stage,E18.5
analysis_id,a01st1a1lf7d414
pvalue,0.7667795
