parameter_id,MGP_CSD_064_001
analysis_id,j369i07l0eg7796
pvalue,0.8144636
parameter_name,Head morphology
mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
