gene_symbol,Stradb
parameter_id,IMPC_GEP_084_001
parameter_name,Limb morphology
gene_accession_id,MGI:2144047
analysis_id,t09e20e4u2bb0f9
mouse_strain,C55BL
pvalue,0.06961268
mouse_life_stage,Early adult
