gene_symbol,Ints7
gene_accession_id,MGI:1924315
parameter_name,Total bilirubin
parameter_id,IMPC_CBC_008_001
mouse_strain,C57BL
analysis_id,gq3h4t861j3095h
mouse_life_stage,E9.5
pvalue,0.9278531
