parameter_name,Periphery average speed
analysis_id,nfa260525l496zv
gene_accession_id,MGI:1914556
parameter_id,IMPC_OFD_013_001
mouse_strain,C57BL
pvalue,0.8979096
gene_symbol,Zc2hc1a
mouse_life_stage,Early adult
