parameter_id,IMPC_IMM_065_001
mouse_life_stage,Early adult
parameter_name,B2B Cells
gene_symbol,Gfi1b
pvalue,0.2797691
analysis_id,r9h97vbic0i6gyl
mouse_strain,C57BL
gene_accession_id,MGI:1276578
