parameter_name,HR
mouse_life_stage,Early adult
analysis_id,7r1vuh91e4161lt
gene_symbol,Pglyrp3
pvalue,0.0778217
gene_accession_id,MGI:2685266
mouse_strain,C57BL
parameter_id,IMPC_ECG_002_001
