parameter_id,IMPC_CSD_078_001
analysis_id,185scr8f9ywrd28
mouse_strain,C57BL
parameter_name,Vocalization
gene_symbol,Hspa5
pvalue,0.3973685
mouse_life_stage,Early adult
gene_accession_id,MGI:95835
