gene_symbol,Psmd14
mouse_life_stage,Early adult
pvalue,0.8262967
parameter_id,ESLIM_011_001_009
parameter_name,PP3 + pulse startle magnitude
mouse_strain,C57BL
analysis_id,vob1788mz2475ti
gene_accession_id,MGI:1913284
