parameter_id,IMPC_HEM_030_001
mouse_life_stage,Early adult
analysis_id,84aru5i0l429322
pvalue,0.2904105
gene_symbol,Pglyrp3
mouse_strain,C57BL
parameter_name,Neutrophil cell count
gene_accession_id,MGI:2685266
