mouse_strain,129SV
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
pvalue,0.2692535
mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_016_001
parameter_name,HDL-cholesterol
analysis_id,84w2b4c004me460
