parameter_id,IMPC_XRY_025_001
analysis_id,4665p56f5bk28w6
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.420849
gene_symbol,Eprs1
parameter_name,Tibia
