gene_symbol,Snrpb2
gene_accession_id,MGI:104805
pvalue,0.9876168
mouse_strain,C57BL
analysis_id,4cw12qxqjp4e057
parameter_name,Contact righting
parameter_id,JAXLA_CSD_077_001
mouse_life_stage,Early adult
