mouse_life_stage,Late adult
analysis_id,3ez74jad2i48upi
gene_symbol,Hnf4a
parameter_name,Cholesterol ratio
mouse_strain,C57BL
parameter_id,IMPC_CBC_058_001
gene_accession_id,MGI:109128
pvalue,0.2782321
