gene_symbol,Nipal3
parameter_name,Effector CD8+ T cells - % of CD45+
analysis_id,jc76wpn86t848ba
pvalue,0.3763092
mouse_strain,129SV
gene_accession_id,MGI:1921802
parameter_id,MGP_IMM_081_001
mouse_life_stage,Early adult
