parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
mouse_strain,C57BL
gene_accession_id,MGI:88174
analysis_id,za67p73k9b70dkq
pvalue,0.894975
gene_symbol,Bmi1
mouse_life_stage,Early adult
