parameter_id,IMPC_ACS_035_001
analysis_id,46f80ux280tcx8p
gene_symbol,Rab22a
gene_accession_id,MGI:105072
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI3
mouse_life_stage,Early adult
pvalue,0.3021003
