pvalue,0.1336036
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,o37y55497937j69
parameter_id,IMPC_EYE_009_001
parameter_name,Corneal vascularization
gene_accession_id,MGI:1915678
gene_symbol,Steap3
