gene_symbol,Plcb1
parameter_id,M-G-P_016_001_006
parameter_name,Mean-corpuscular-haemoglobin
mouse_life_stage,Late adult
gene_accession_id,MGI:97613
pvalue,0.383579
mouse_strain,C57BL
analysis_id,6jo7zrf3ebq7rl3
