gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
parameter_id,IMPC_EYE_024_001
mouse_strain,C57BL
parameter_name,Retinal Blood Vessels
mouse_life_stage,Early adult
analysis_id,6ro344f7z07i5h7
pvalue,0.7833313
