gene_symbol,Wars2
mouse_life_stage,E9.5
parameter_name,White blood cell-count
pvalue,0.1187095
parameter_id,M-G-P_016_001_001
mouse_strain,C57BL
gene_accession_id,MGI:1917810
analysis_id,8kf16175a7313x2
