mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.7378803
gene_symbol,Snap23
analysis_id,z7enn48wd80ng97
gene_accession_id,MGI:109356
parameter_id,IMPC_HEM_039_001
parameter_name,Large Unstained Cell (LUC) count
