parameter_name,Startle response
pvalue,0.9456463
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Hspa5
gene_accession_id,MGI:95835
analysis_id,3boc5hy848vd8xq
parameter_id,ESLIM_008_001_013
