gene_symbol,Lpgat1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_030_001
pvalue,0.9035119
parameter_name,Tremor
gene_accession_id,MGI:2446186
analysis_id,74v1r6w3k07uy1h
