parameter_id,IMPC_ACS_036_001
mouse_life_stage,Early adult
gene_symbol,Ubxn11
mouse_strain,C57BL
gene_accession_id,MGI:1914836
analysis_id,y80196939915v3q
parameter_name,% Pre-pulse inhibition - PPI4
pvalue,0.6993272
