gene_symbol,Bpifa3
parameter_id,IMPC_EYE_016_001
parameter_name,Lens
mouse_strain,C57BL
analysis_id,39wqm1k78632wo0
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
pvalue,0.3879971
