mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
parameter_id,IMPC_IMM_004_002
pvalue,0.4764591
gene_symbol,Mms22l
analysis_id,95z4661e63r5l64
gene_accession_id,MGI:2684980
