mouse_strain,C57BL
parameter_id,IMPC_CSD_033_001
parameter_name,Gait
mouse_life_stage,Middle aged adult
pvalue,0.6217571
analysis_id,68mya5c52y13kr4
gene_symbol,AU040320
gene_accession_id,MGI:2140475
