pvalue,0.4140244
gene_symbol,Tnfsf10
parameter_name,Zygomatic bone
analysis_id,21t8zk2e038p2wx
mouse_strain,C57BL
parameter_id,IMPC_XRY_002_001
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
