mouse_life_stage,E18.5
pvalue,0.6509164
gene_accession_id,MGI:1914561
parameter_name,Startle response
gene_symbol,Nanp
mouse_strain,C57BL
parameter_id,IMPC_CSD_036_001
analysis_id,34jq4a457ii3j8z
