gene_symbol,Nipal3
pvalue,0.3537412
mouse_strain,129SV
analysis_id,345g6z35t4xa18m
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_004_001
gene_accession_id,MGI:1921802
parameter_name,Eyelid morphology
