gene_accession_id,MGI:1924315
gene_symbol,Ints7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GRS_011_001
pvalue,0.7677557
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,hkl5o42j5o6pp1o
